i,solution,initial,timeDiff,averageTime,seed
seed,6,454069131
6,"[66, 91, 16, 40, 13, 36, 9, 15, 23, 88, 48, 22, 33, 76, 21, 96, 75, 51, 68, 58, 3, 43, 34, 55, 49, 70, 53, 27, 19, 86, 73, 11, 31, 26, 85, 59, 89, 84, 67, 7, 10, 93, 78, 99, 18, 87, 56, 28, 92, 47, 54, 4, 0, 17, 60, 95, 74, 44, 25, 2, 38, 94, 50, 83, 24, 41, 1, 42, 69, 82, 98, 29, 64, 45, 90, 5, 32, 8, 12, 65, 97, 52, 72, 80, 39, 46, 81, 37, 77, 71, 63, 35, 57, 6, 79, 61, 14, 20, 30, 62]","[66, 93, 16, 71, 75, 96, 9, 15, 23, 64, 48, 83, 33, 76, 21, 87, 20, 51, 68, 58, 35, 89, 79, 55, 82, 70, 53, 27, 50, 86, 63, 28, 60, 26, 34, 59, 91, 84, 67, 62, 10, 90, 78, 8, 38, 73, 56, 47, 92, 11, 72, 4, 0, 17, 22, 97, 18, 44, 1, 2, 25, 94, 31, 85, 24, 41, 65, 42, 69, 40, 98, 49, 36, 45, 7, 5, 32, 99, 12, 29, 88, 52, 13, 80, 39, 46, 81, 37, 77, 95, 43, 19, 57, 6, 54, 61, 14, 74, 30, 3]",2.603,10.545,454069131
seed,7,1976501696
7,"[28, 40, 80, 93, 58, 66, 9, 59, 48, 36, 12, 19, 56, 60, 47, 3, 17, 2, 61, 67, 29, 55, 94, 46, 14, 39, 97, 95, 77, 91, 5, 63, 69, 10, 23, 65, 18, 75, 50, 20, 6, 86, 49, 99, 11, 81, 68, 62, 83, 4, 1, 27, 32, 44, 74, 96, 43, 30, 79, 76, 7, 72, 78, 41, 8, 90, 92, 71, 38, 34, 0, 70, 64, 16, 37, 15, 89, 73, 52, 98, 13, 26, 31, 35, 45, 82, 22, 85, 57, 84, 25, 33, 42, 87, 54, 88, 21, 24, 51, 53]","[80, 64, 22, 94, 70, 93, 37, 17, 56, 77, 82, 8, 79, 83, 65, 60, 47, 21, 23, 96, 69, 31, 55, 53, 97, 25, 20, 44, 61, 40, 81, 85, 41, 33, 87, 62, 10, 28, 98, 51, 92, 35, 29, 6, 75, 12, 50, 52, 7, 42, 18, 86, 89, 46, 90, 74, 91, 59, 58, 63, 26, 34, 84, 76, 57, 45, 14, 66, 16, 30, 73, 4, 15, 38, 54, 68, 13, 78, 5, 3, 19, 36, 99, 0, 88, 24, 43, 32, 9, 72, 67, 1, 39, 11, 49, 71, 95, 48, 2, 27]",14.949,11.174142857142856,1976501696
seed,8,312604227
8,"[42, 9, 11, 77, 63, 76, 19, 54, 30, 48, 99, 59, 40, 47, 79, 6, 52, 80, 2, 46, 25, 41, 33, 73, 34, 39, 27, 3, 7, 97, 84, 64, 92, 58, 12, 15, 89, 68, 36, 5, 35, 96, 57, 88, 90, 31, 98, 82, 60, 67, 71, 18, 75, 94, 56, 51, 29, 14, 21, 83, 86, 93, 78, 23, 49, 13, 24, 44, 85, 20, 69, 61, 1, 65, 8, 43, 26, 0, 16, 4, 32, 22, 37, 45, 87, 38, 50, 91, 10, 28, 17, 74, 66, 62, 81, 95, 55, 72, 70, 53]","[63, 29, 96, 4, 51, 37, 62, 40, 85, 24, 71, 41, 93, 34, 43, 69, 59, 31, 55, 61, 79, 6, 72, 44, 77, 36, 54, 13, 15, 20, 32, 73, 74, 56, 48, 10, 23, 49, 19, 84, 47, 8, 5, 39, 91, 7, 60, 11, 21, 88, 33, 70, 64, 99, 53, 25, 2, 68, 83, 46, 9, 35, 82, 42, 52, 95, 81, 1, 14, 66, 26, 58, 3, 98, 67, 75, 76, 18, 94, 78, 12, 30, 90, 65, 50, 27, 28, 57, 97, 45, 38, 80, 22, 17, 86, 92, 16, 89, 0, 87]",6.715,10.61675,312604227
seed,9,336107577
9,"[43, 4, 75, 19, 55, 66, 26, 94, 27, 37, 65, 78, 83, 48, 28, 96, 8, 99, 39, 63, 25, 44, 81, 47, 14, 31, 57, 91, 11, 40, 72, 32, 18, 41, 52, 88, 70, 85, 2, 76, 79, 13, 7, 53, 98, 36, 34, 5, 93, 30, 50, 84, 56, 15, 80, 23, 49, 82, 9, 35, 0, 3, 71, 10, 86, 60, 22, 24, 45, 51, 87, 69, 74, 17, 58, 42, 21, 92, 90, 64, 46, 6, 16, 29, 97, 59, 73, 20, 68, 62, 38, 61, 1, 89, 33, 54, 67, 12, 95, 77]","[97, 13, 34, 17, 89, 61, 84, 82, 46, 45, 22, 16, 88, 75, 20, 83, 44, 7, 68, 49, 64, 70, 4, 47, 90, 26, 48, 62, 18, 43, 63, 51, 73, 57, 77, 87, 10, 94, 32, 59, 52, 58, 96, 24, 19, 54, 42, 27, 8, 31, 30, 15, 76, 37, 36, 78, 3, 0, 86, 21, 40, 14, 28, 29, 71, 66, 39, 81, 2, 9, 67, 98, 91, 60, 33, 11, 92, 53, 41, 6, 79, 80, 23, 12, 25, 69, 38, 56, 99, 74, 95, 85, 35, 5, 93, 55, 65, 1, 72, 50]",11.011,10.660555555555554,336107577
seed,10,1328431093
10,"[20, 32, 60, 87, 14, 62, 30, 81, 90, 23, 49, 99, 10, 74, 36, 56, 95, 6, 91, 65, 28, 76, 64, 34, 27, 50, 79, 33, 45, 77, 15, 69, 51, 82, 0, 7, 1, 67, 94, 41, 26, 92, 86, 93, 37, 8, 83, 21, 47, 58, 4, 84, 12, 96, 66, 68, 71, 25, 16, 53, 57, 89, 17, 9, 55, 24, 98, 85, 73, 44, 48, 22, 88, 29, 97, 3, 18, 39, 70, 75, 11, 63, 52, 59, 61, 72, 38, 5, 78, 19, 13, 31, 80, 54, 2, 43, 35, 46, 42, 40]","[90, 94, 66, 89, 68, 11, 15, 28, 49, 23, 56, 14, 41, 78, 18, 71, 25, 99, 42, 1, 74, 60, 75, 9, 19, 36, 44, 50, 48, 96, 61, 26, 7, 69, 53, 4, 37, 20, 85, 64, 17, 45, 30, 84, 12, 83, 54, 88, 79, 33, 34, 13, 82, 32, 3, 10, 27, 22, 67, 38, 8, 6, 86, 58, 16, 31, 93, 46, 63, 95, 91, 5, 97, 73, 52, 35, 40, 87, 62, 72, 59, 57, 24, 55, 80, 77, 76, 39, 92, 98, 2, 43, 29, 21, 47, 70, 51, 81, 0, 65]",6.065,10.200999999999999,1328431093
seed,11,1790764930
11,"[37, 21, 65, 62, 0, 41, 99, 11, 13, 85, 51, 34, 28, 64, 78, 47, 26, 66, 2, 36, 46, 76, 16, 57, 98, 75, 45, 20, 71, 5, 54, 38, 43, 79, 91, 83, 27, 77, 19, 25, 93, 74, 94, 1, 58, 44, 49, 39, 31, 61, 3, 96, 87, 97, 4, 32, 35, 72, 15, 84, 81, 7, 90, 53, 82, 67, 6, 14, 55, 24, 50, 30, 73, 95, 56, 23, 12, 8, 86, 92, 69, 59, 88, 48, 29, 70, 42, 9, 60, 17, 52, 89, 80, 18, 33, 22, 63, 10, 40, 68]","[30, 74, 86, 22, 93, 7, 46, 4, 67, 44, 76, 25, 83, 17, 14, 82, 49, 94, 55, 6, 88, 95, 45, 57, 58, 52, 84, 87, 72, 63, 48, 60, 23, 9, 77, 12, 97, 54, 90, 37, 56, 75, 38, 91, 40, 29, 27, 28, 33, 81, 96, 92, 66, 19, 51, 73, 18, 61, 50, 5, 20, 42, 3, 68, 71, 89, 80, 79, 8, 34, 62, 78, 69, 31, 21, 0, 1, 70, 10, 99, 43, 98, 32, 39, 53, 64, 11, 35, 65, 13, 41, 85, 16, 59, 36, 47, 26, 2, 15, 24]",6.401,9.855545454545453,1790764930
seed,12,1715827883
12,"[88, 51, 84, 67, 31, 85, 41, 74, 64, 37, 14, 55, 99, 97, 13, 29, 10, 89, 25, 52, 42, 16, 34, 77, 30, 70, 91, 65, 1, 32, 54, 17, 21, 82, 94, 83, 44, 48, 22, 6, 58, 50, 95, 69, 20, 96, 78, 12, 9, 19, 81, 72, 93, 40, 45, 71, 49, 86, 5, 60, 73, 35, 98, 15, 61, 18, 3, 8, 36, 92, 87, 26, 4, 63, 76, 46, 68, 57, 11, 0, 2, 59, 27, 33, 38, 28, 43, 62, 39, 66, 24, 47, 90, 53, 79, 7, 75, 23, 56, 80]","[45, 21, 35, 22, 65, 4, 81, 59, 53, 83, 56, 20, 47, 33, 28, 17, 23, 49, 70, 42, 25, 63, 32, 79, 98, 46, 10, 99, 40, 9, 34, 73, 7, 6, 74, 41, 43, 75, 51, 72, 97, 50, 31, 1, 38, 30, 71, 12, 64, 80, 91, 86, 77, 18, 78, 69, 27, 61, 67, 48, 82, 84, 36, 39, 96, 0, 89, 62, 13, 24, 60, 16, 88, 87, 68, 57, 15, 26, 8, 44, 52, 95, 54, 66, 92, 14, 85, 58, 90, 19, 94, 93, 2, 55, 37, 76, 11, 3, 29, 5]",6.647,9.588166666666666,1715827883
seed,13,531666729
13,"[0, 20, 94, 26, 43, 79, 48, 72, 38, 73, 27, 33, 13, 29, 57, 70, 77, 71, 50, 45, 88, 15, 67, 18, 90, 76, 34, 51, 97, 63, 82, 7, 17, 61, 16, 92, 9, 3, 78, 42, 36, 89, 35, 22, 62, 25, 37, 60, 10, 12, 96, 40, 21, 64, 5, 47, 87, 6, 91, 31, 2, 14, 66, 68, 93, 39, 53, 55, 83, 46, 54, 1, 8, 30, 52, 84, 11, 98, 32, 99, 86, 95, 23, 85, 81, 24, 69, 58, 56, 75, 80, 4, 19, 49, 59, 28, 44, 41, 65, 74]","[80, 65, 69, 44, 3, 81, 87, 47, 58, 1, 7, 39, 62, 5, 31, 96, 61, 85, 49, 10, 84, 46, 20, 55, 97, 94, 25, 41, 91, 42, 95, 66, 53, 38, 17, 67, 43, 37, 64, 63, 74, 83, 48, 35, 16, 82, 19, 71, 54, 57, 9, 45, 30, 98, 27, 76, 2, 15, 59, 88, 11, 60, 21, 36, 6, 32, 24, 77, 50, 28, 72, 51, 89, 56, 0, 12, 33, 52, 90, 14, 78, 23, 22, 34, 40, 4, 13, 68, 73, 93, 79, 29, 26, 86, 92, 18, 70, 99, 8, 75]",8.026,9.468,531666729
seed,14,1840725736
14,"[13, 70, 67, 48, 35, 31, 18, 66, 81, 24, 46, 95, 33, 61, 99, 17, 72, 9, 98, 27, 55, 74, 40, 64, 28, 4, 56, 38, 42, 49, 85, 73, 96, 94, 10, 5, 63, 47, 62, 20, 57, 6, 89, 83, 88, 16, 21, 90, 82, 11, 22, 97, 84, 0, 44, 41, 23, 37, 91, 60, 65, 7, 1, 79, 86, 93, 14, 36, 8, 52, 76, 68, 50, 39, 69, 43, 25, 15, 29, 12, 34, 2, 80, 3, 75, 59, 71, 51, 32, 45, 78, 19, 53, 87, 30, 77, 92, 26, 58, 54]","[87, 6, 48, 65, 58, 46, 52, 45, 31, 53, 4, 12, 94, 24, 66, 50, 62, 83, 55, 81, 36, 57, 67, 37, 89, 64, 69, 11, 78, 90, 13, 1, 82, 79, 40, 5, 63, 96, 60, 51, 59, 25, 33, 42, 20, 35, 77, 10, 95, 27, 86, 17, 49, 30, 18, 38, 73, 70, 8, 99, 9, 76, 32, 14, 84, 47, 88, 91, 19, 85, 39, 68, 23, 21, 29, 56, 43, 92, 15, 71, 80, 34, 22, 0, 97, 16, 72, 93, 26, 98, 75, 74, 61, 41, 44, 2, 3, 54, 7, 28]",18.496,10.112857142857143,1840725736
seed,15,781298135
15,"[26, 53, 60, 71, 65, 54, 23, 34, 63, 59, 67, 77, 15, 92, 58, 25, 96, 6, 78, 33, 36, 83, 95, 66, 4, 13, 8, 18, 51, 21, 37, 61, 69, 20, 97, 75, 10, 82, 49, 86, 46, 79, 64, 5, 19, 84, 48, 55, 42, 74, 98, 9, 80, 99, 30, 91, 27, 76, 7, 14, 39, 73, 2, 94, 16, 50, 0, 44, 72, 28, 88, 32, 70, 3, 1, 38, 24, 41, 17, 12, 89, 62, 11, 56, 81, 45, 52, 87, 57, 35, 85, 90, 93, 43, 47, 31, 68, 40, 29, 22]","[13, 60, 85, 82, 41, 19, 9, 28, 4, 77, 75, 71, 26, 30, 67, 84, 32, 83, 11, 21, 96, 70, 29, 1, 76, 99, 45, 0, 15, 52, 43, 92, 62, 66, 24, 6, 47, 87, 35, 53, 34, 42, 95, 86, 90, 17, 57, 40, 49, 91, 33, 3, 78, 94, 56, 10, 58, 31, 38, 8, 79, 51, 72, 39, 69, 50, 65, 63, 61, 16, 22, 98, 18, 68, 27, 20, 54, 12, 89, 80, 25, 88, 81, 55, 97, 46, 73, 14, 2, 7, 64, 59, 44, 5, 36, 93, 23, 74, 37, 48]",11.682,10.217466666666667,781298135
seed,16,363162271
16,"[20, 76, 19, 99, 71, 55, 11, 62, 32, 94, 13, 22, 7, 40, 52, 36, 92, 30, 66, 53, 79, 72, 6, 14, 93, 60, 35, 2, 4, 44, 98, 63, 25, 41, 73, 61, 42, 17, 48, 95, 28, 9, 88, 86, 26, 64, 12, 54, 90, 0, 91, 81, 37, 78, 83, 69, 15, 24, 89, 57, 59, 18, 3, 96, 16, 46, 82, 39, 8, 56, 74, 34, 51, 47, 97, 29, 21, 38, 10, 43, 80, 1, 31, 27, 67, 50, 75, 77, 65, 23, 68, 49, 84, 87, 33, 5, 58, 70, 45, 85]","[67, 11, 61, 1, 80, 32, 89, 79, 33, 97, 99, 15, 30, 68, 93, 54, 37, 24, 46, 73, 6, 64, 98, 49, 26, 41, 14, 90, 48, 45, 85, 69, 10, 25, 3, 77, 62, 21, 34, 70, 74, 87, 2, 81, 31, 82, 72, 17, 66, 71, 27, 52, 94, 12, 47, 23, 76, 7, 36, 9, 44, 40, 86, 95, 35, 88, 84, 83, 5, 63, 51, 60, 18, 38, 13, 20, 28, 43, 29, 92, 8, 42, 4, 96, 57, 75, 65, 58, 22, 78, 19, 55, 59, 16, 91, 0, 50, 56, 53, 39]",9.784,10.190375,363162271
seed,17,536055757
17,"[62, 24, 3, 56, 83, 21, 57, 71, 30, 41, 8, 68, 79, 2, 33, 70, 64, 77, 59, 53, 63, 61, 26, 34, 93, 88, 75, 1, 84, 38, 25, 10, 0, 19, 27, 74, 35, 58, 11, 98, 87, 4, 44, 97, 86, 45, 52, 22, 28, 39, 6, 17, 82, 12, 67, 60, 92, 49, 46, 66, 36, 31, 80, 7, 91, 43, 18, 96, 85, 72, 95, 99, 9, 81, 15, 89, 47, 54, 90, 73, 65, 78, 29, 37, 94, 76, 50, 42, 55, 16, 32, 23, 5, 51, 13, 40, 14, 69, 48, 20]","[22, 26, 29, 70, 95, 23, 79, 5, 68, 15, 20, 88, 35, 64, 74, 89, 48, 37, 63, 17, 31, 3, 47, 1, 11, 46, 12, 45, 16, 51, 80, 58, 44, 8, 55, 33, 27, 98, 92, 7, 94, 65, 81, 53, 54, 6, 82, 85, 32, 87, 36, 61, 96, 66, 4, 28, 25, 91, 99, 50, 39, 56, 2, 0, 30, 86, 38, 19, 93, 97, 75, 57, 43, 78, 67, 42, 40, 77, 76, 59, 24, 21, 60, 71, 62, 18, 49, 13, 9, 10, 90, 72, 14, 34, 73, 83, 41, 52, 69, 84]",19.035,10.710647058823529,536055757
seed,18,1733056966
18,"[8, 34, 16, 27, 90, 58, 51, 33, 24, 97, 60, 47, 59, 41, 83, 75, 26, 61, 93, 17, 76, 62, 37, 46, 88, 67, 91, 52, 85, 21, 11, 53, 49, 68, 10, 86, 38, 77, 29, 14, 12, 87, 80, 43, 71, 99, 94, 96, 78, 56, 6, 31, 25, 2, 7, 64, 95, 70, 15, 1, 92, 98, 45, 32, 82, 69, 0, 5, 19, 72, 48, 4, 30, 50, 36, 18, 40, 3, 57, 66, 9, 44, 22, 54, 73, 13, 23, 55, 20, 74, 89, 79, 28, 39, 84, 65, 35, 42, 63, 81]","[94, 86, 62, 54, 98, 20, 51, 2, 24, 56, 33, 91, 59, 41, 42, 75, 22, 76, 93, 58, 71, 66, 37, 46, 7, 67, 0, 52, 85, 21, 11, 82, 78, 68, 30, 40, 38, 77, 44, 90, 12, 70, 80, 43, 89, 99, 16, 1, 29, 31, 53, 83, 25, 60, 10, 64, 95, 61, 15, 63, 92, 27, 45, 32, 34, 3, 26, 5, 19, 72, 48, 4, 8, 50, 36, 49, 18, 39, 87, 88, 6, 69, 9, 57, 73, 13, 23, 55, 97, 74, 96, 79, 28, 47, 84, 65, 35, 14, 17, 81]",4.137,10.345444444444444,1733056966
seed,19,1762937684
19,"[82, 15, 25, 18, 21, 71, 61, 12, 7, 11, 99, 33, 50, 22, 47, 27, 67, 78, 34, 79, 49, 70, 81, 55, 32, 23, 97, 80, 65, 77, 95, 85, 17, 91, 24, 53, 43, 68, 42, 35, 59, 10, 45, 88, 6, 73, 38, 28, 69, 8, 89, 98, 96, 41, 84, 56, 4, 14, 19, 37, 5, 86, 72, 87, 57, 16, 93, 46, 54, 1, 44, 2, 40, 64, 58, 29, 9, 13, 75, 92, 30, 63, 26, 83, 90, 51, 66, 76, 52, 0, 39, 74, 62, 48, 36, 20, 31, 60, 3, 94]","[59, 71, 5, 22, 94, 56, 0, 33, 41, 96, 64, 99, 73, 74, 11, 86, 20, 47, 52, 37, 36, 2, 46, 45, 4, 80, 65, 10, 98, 3, 42, 85, 57, 24, 76, 55, 39, 53, 91, 51, 58, 14, 81, 50, 83, 60, 66, 34, 8, 1, 48, 69, 16, 79, 32, 63, 17, 30, 93, 89, 49, 13, 23, 61, 77, 90, 44, 68, 27, 54, 78, 7, 97, 19, 18, 38, 88, 95, 25, 75, 40, 87, 67, 82, 72, 92, 62, 21, 6, 26, 43, 12, 28, 84, 29, 9, 35, 31, 70, 15]",7.909,10.217210526315789,1762937684
seed,20,565316139
20,"[83, 43, 33, 71, 88, 65, 55, 6, 18, 91, 38, 51, 10, 45, 36, 92, 23, 46, 81, 40, 22, 3, 60, 50, 82, 12, 78, 75, 39, 95, 0, 20, 58, 48, 26, 79, 90, 8, 19, 98, 25, 31, 77, 66, 99, 84, 93, 80, 57, 15, 34, 67, 1, 32, 68, 61, 24, 37, 13, 64, 85, 56, 70, 14, 94, 69, 2, 53, 28, 9, 89, 16, 96, 35, 41, 63, 54, 21, 17, 62, 76, 74, 4, 30, 97, 59, 5, 44, 47, 86, 7, 49, 29, 87, 42, 72, 52, 73, 27, 11]","[53, 23, 9, 61, 5, 11, 13, 45, 37, 8, 87, 84, 79, 38, 73, 26, 86, 44, 90, 34, 27, 65, 93, 68, 46, 3, 67, 10, 85, 83, 52, 69, 56, 16, 94, 14, 19, 6, 55, 57, 77, 21, 98, 76, 54, 70, 31, 1, 17, 29, 35, 28, 18, 50, 58, 42, 88, 78, 66, 30, 92, 25, 24, 48, 20, 7, 22, 99, 2, 43, 80, 41, 36, 33, 15, 59, 72, 12, 49, 0, 47, 74, 71, 64, 81, 82, 4, 75, 89, 96, 39, 95, 62, 63, 60, 51, 91, 97, 40, 32]",9.157,10.1642,565316139
seed,21,1849167870
21,"[65, 88, 60, 22, 5, 69, 97, 59, 15, 75, 61, 32, 44, 35, 45, 14, 6, 85, 23, 16, 93, 64, 76, 52, 9, 92, 10, 41, 68, 79, 77, 27, 48, 37, 71, 91, 98, 18, 50, 81, 46, 58, 67, 17, 83, 86, 8, 36, 94, 42, 2, 84, 29, 26, 24, 78, 11, 55, 3, 95, 80, 21, 54, 13, 73, 30, 38, 34, 62, 82, 7, 1, 74, 20, 40, 90, 63, 87, 96, 57, 39, 89, 28, 4, 66, 12, 72, 70, 56, 43, 33, 47, 49, 31, 0, 53, 19, 25, 51, 99]","[34, 88, 60, 26, 25, 95, 67, 59, 11, 12, 13, 32, 44, 37, 92, 14, 71, 85, 23, 8, 93, 64, 76, 52, 9, 5, 80, 45, 22, 79, 0, 27, 48, 20, 39, 91, 98, 18, 82, 81, 46, 58, 10, 73, 28, 75, 4, 68, 97, 42, 2, 15, 29, 6, 24, 78, 36, 54, 84, 89, 77, 21, 41, 40, 96, 30, 16, 50, 53, 86, 90, 1, 74, 35, 61, 57, 63, 87, 17, 55, 69, 7, 3, 94, 66, 38, 72, 70, 56, 43, 33, 47, 49, 31, 62, 83, 19, 65, 51, 99]",3.922,9.86695238095238,1849167870
seed,22,1381910133
22,"[51, 25, 41, 57, 33, 82, 48, 35, 13, 43, 90, 84, 45, 36, 80, 67, 12, 55, 78, 34, 42, 19, 24, 88, 77, 44, 18, 21, 65, 61, 99, 14, 94, 26, 46, 92, 72, 37, 20, 47, 39, 0, 5, 87, 11, 76, 66, 93, 2, 74, 64, 15, 4, 60, 16, 96, 91, 63, 31, 29, 17, 7, 71, 52, 75, 40, 83, 32, 56, 49, 3, 97, 9, 58, 95, 10, 8, 6, 59, 28, 70, 85, 53, 27, 22, 98, 89, 30, 79, 68, 38, 86, 69, 23, 62, 50, 1, 81, 54, 73]","[51, 30, 15, 57, 33, 82, 92, 47, 13, 43, 90, 84, 32, 10, 80, 45, 12, 55, 14, 34, 31, 19, 25, 53, 35, 44, 18, 3, 65, 61, 37, 71, 93, 26, 6, 36, 72, 17, 20, 46, 41, 0, 5, 87, 11, 76, 64, 83, 69, 4, 8, 94, 73, 40, 16, 96, 91, 88, 56, 29, 38, 7, 21, 39, 75, 48, 67, 60, 77, 49, 24, 97, 9, 58, 95, 1, 2, 78, 59, 23, 70, 85, 52, 27, 22, 98, 89, 66, 79, 68, 99, 86, 42, 63, 62, 50, 74, 81, 54, 28]",2.651,9.538954545454546,1381910133
seed,23,368586455
